Mod:Item:MetaData, Localized Name
BiblioWoodsBoP:seatBack4:3, Fir Seat Back
BiblioWoodsBoP:seatBack4:4, Hellbark Seat Back
BiblioWoodsBoP:seatBack4:5, Ethereal Seat Back
BiblioWoodsBoP:seatBack4:6, Jacaranda Seat Back
BiblioWoodsBoP:seatBack4:7, Magic Seat Back
BiblioWoodsBoP:seatBack4:8, Mangrove Seat Back
BiblioWoodsBoP:seatBack4:9, Palm Seat Back
BiblioWoodsBoP:seatBack4:10, Pine Seat Back
BiblioWoodsBoP:seatBack4:11, Redwood Seat Back
BiblioWoodsBoP:seatBack4:12, Willow Seat Back
BiblioWoodsBoP:seatBack4:13, Mahogany Seat Back
BiblioWoodsBoP:seatBack5:0, Sacred Oak Seat Back
BiblioWoodsBoP:seatBack5:1, Cherry Seat Back
BiblioWoodsBoP:seatBack5:2, Dark Seat Back
BiblioWoodsBoP:seatBack5:3, Fir Seat Back
BiblioWoodsBoP:seatBack5:4, Hellbark Seat Back
BiblioWoodsBoP:seatBack5:5, Ethereal Seat Back
BiblioWoodsBoP:seatBack5:6, Jacaranda Seat Back
BiblioWoodsBoP:seatBack5:7, Magic Seat Back
BiblioWoodsBoP:seatBack5:8, Mangrove Seat Back
BiblioWoodsBoP:seatBack5:9, Palm Seat Back
BiblioWoodsBoP:seatBack5:10, Pine Seat Back
BiblioWoodsBoP:seatBack5:11, Redwood Seat Back
BiblioWoodsBoP:seatBack5:12, Willow Seat Back
BiblioWoodsBoP:seatBack5:13, Mahogany Seat Back
BiblioWoodsNatura:seatBack1:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack1:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack1:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack1:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack1:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack1:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack1:6, Maple Seat Back
BiblioWoodsNatura:seatBack1:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack1:8, Redwood Seat Back
BiblioWoodsNatura:seatBack1:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack1:10, Sakura Seat Back
BiblioWoodsNatura:seatBack1:11, Tiger Seat Back
BiblioWoodsNatura:seatBack1:12, Willow Seat Back
BiblioWoodsNatura:seatBack2:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack2:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack2:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack2:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack2:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack2:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack2:6, Maple Seat Back
BiblioWoodsNatura:seatBack2:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack2:8, Redwood Seat Back
BiblioWoodsNatura:seatBack2:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack2:10, Sakura Seat Back
BiblioWoodsNatura:seatBack2:11, Tiger Seat Back
BiblioWoodsNatura:seatBack2:12, Willow Seat Back
BiblioWoodsNatura:seatBack3:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack3:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack3:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack3:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack3:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack3:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack3:6, Maple Seat Back
BiblioWoodsNatura:seatBack3:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack3:8, Redwood Seat Back
BiblioWoodsNatura:seatBack3:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack3:10, Sakura Seat Back
BiblioWoodsNatura:seatBack3:11, Tiger Seat Back
BiblioWoodsNatura:seatBack3:12, Willow Seat Back
BiblioWoodsNatura:seatBack4:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack4:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack4:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack4:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack4:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack4:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack4:6, Maple Seat Back
BiblioWoodsNatura:seatBack4:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack4:8, Redwood Seat Back
BiblioWoodsNatura:seatBack4:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack4:10, Sakura Seat Back
BiblioWoodsNatura:seatBack4:11, Tiger Seat Back
BiblioWoodsNatura:seatBack4:12, Willow Seat Back
BiblioWoodsNatura:seatBack5:0, Bloodwood Seat Back
BiblioWoodsNatura:seatBack5:1, Darkwood Seat Back
BiblioWoodsNatura:seatBack5:2, Eucalyptus Seat Back
BiblioWoodsNatura:seatBack5:3, Fusewood Seat Back
BiblioWoodsNatura:seatBack5:4, Ghostwood Seat Back
BiblioWoodsNatura:seatBack5:5, Hopseed Seat Back
BiblioWoodsNatura:seatBack5:6, Maple Seat Back
BiblioWoodsNatura:seatBack5:7, Purpleheart Seat Back
BiblioWoodsNatura:seatBack5:8, Redwood Seat Back
BiblioWoodsNatura:seatBack5:9, Silverbell Seat Back
BiblioWoodsNatura:seatBack5:10, Sakura Seat Back
BiblioWoodsNatura:seatBack5:11, Tiger Seat Back
BiblioWoodsNatura:seatBack5:12, Willow Seat Back
ThermalFoundation:lexicon, item.thermalfoundation.tome.name
ThermalFoundation:bucket:0, Destabilized Redstone Bucket
ThermalFoundation:bucket:1, Energized Glowstone Bucket
ThermalFoundation:bucket:2, Resonant Ender Bucket
ThermalFoundation:bucket:3, Blazing Pyrotheum Bucket
ThermalFoundation:bucket:4, Gelid Cryotheum Bucket
ThermalFoundation:bucket:7, Zephyrean Aerotheum Bucket
ThermalFoundation:bucket:8, Tectonic Petrotheum Bucket
ThermalFoundation:bucket:5, Primal Mana Bucket
ThermalFoundation:bucket:6, Liquifacted Coal Bucket
ThermalFoundation:material:2, Pulverized Coal
ThermalFoundation:material:3, Pulverized Charcoal
ThermalFoundation:material:4, Pulverized Obsidian
ThermalFoundation:material:16, Sulfur
ThermalFoundation:material:17, Niter
ThermalFoundation:material:20, Cinnabar
ThermalFoundation:material:0, Pulverized Iron
ThermalFoundation:material:1, Pulverized Gold
ThermalFoundation:material:32, Pulverized Copper
ThermalFoundation:material:33, Pulverized Tin
ThermalFoundation:material:34, Pulverized Silver
ThermalFoundation:material:35, Pulverized Lead
ThermalFoundation:material:36, Pulverized Ferrous Metal
ThermalFoundation:material:37, Pulverized Shiny Metal
ThermalFoundation:material:38, Pulverized Mana Infused Metal
ThermalFoundation:material:39, Electrum Blend
ThermalFoundation:material:40, Invar Blend
ThermalFoundation:material:41, Bronze Blend
ThermalFoundation:material:42, Signalum Blend
ThermalFoundation:material:43, Lumium Blend
ThermalFoundation:material:44, Enderium Blend
ThermalFoundation:material:64, Copper Ingot
ThermalFoundation:material:65, Tin Ingot
ThermalFoundation:material:66, Silver Ingot
ThermalFoundation:material:67, Lead Ingot
ThermalFoundation:material:68, Ferrous Ingot
ThermalFoundation:material:69, Shiny Ingot
ThermalFoundation:material:70, Mana Infused Ingot
ThermalFoundation:material:71, Electrum Ingot
ThermalFoundation:material:72, Invar Ingot
ThermalFoundation:material:73, Bronze Ingot
ThermalFoundation:material:74, Signalum Ingot
ThermalFoundation:material:75, Lumium Ingot
ThermalFoundation:material:76, Enderium Ingot
ThermalFoundation:material:8, Iron Nugget
ThermalFoundation:material:96, Copper Nugget
ThermalFoundation:material:97, Tin Nugget
ThermalFoundation:material:98, Silver Nugget
ThermalFoundation:material:99, Lead Nugget
ThermalFoundation:material:100, Ferrous Nugget
ThermalFoundation:material:101, Shiny Nugget
ThermalFoundation:material:102, Mana Infused Nugget
ThermalFoundation:material:103, Electrum Nugget
ThermalFoundation:material:104, Invar Nugget
ThermalFoundation:material:105, Bronze Nugget
ThermalFoundation:material:106, Signalum Nugget
ThermalFoundation:material:107, Lumium Nugget
ThermalFoundation:material:108, Enderium Nugget
ThermalFoundation:material:12, Iron Gear
ThermalFoundation:material:13, Gold Gear
ThermalFoundation:material:128, Copper Gear
ThermalFoundation:material:129, Tin Gear
ThermalFoundation:material:130, Silver Gear
ThermalFoundation:material:131, Lead Gear
ThermalFoundation:material:132, Ferrous Gear
ThermalFoundation:material:133, Shiny Gear
ThermalFoundation:material:134, Mana Infused Gear
ThermalFoundation:material:135, Electrum Gear
ThermalFoundation:material:136, Invar Gear
ThermalFoundation:material:137, Bronze Gear
ThermalFoundation:material:138, Signalum Gear
ThermalFoundation:material:139, Lumium Gear
ThermalFoundation:material:140, Enderium Gear
ThermalFoundation:material:512, Pyrotheum Dust
ThermalFoundation:material:513, Cryotheum Dust
ThermalFoundation:material:514, Aerotheum Dust
ThermalFoundation:material:515, Petrotheum Dust
ThermalFoundation:material:516, Mana Dust
ThermalFoundation:material:1024, Blizz Rod
ThermalFoundation:material:1025, Blizz Powder
ThermalFoundation:material:1026, Blitz Rod
ThermalFoundation:material:1027, Blitz Powder
ThermalFoundation:material:1028, Basalz Rod
ThermalFoundation:material:1029, Basalz Powder
ThermalFoundation:tool.shearsWood, Wood Shears
ThermalFoundation:tool.sickleWood, Wood Sickle
ThermalFoundation:tool.shearsStone, Stone Shears
ThermalFoundation:tool.fishingRodStone, Stone Fishing Rod
ThermalFoundation:tool.sickleStone, Stone Sickle
ThermalFoundation:tool.bowStone, Stone Reinforced Bow
ThermalFoundation:tool.fishingRodIron, Iron Fishing Rod
ThermalFoundation:tool.sickleIron, Iron Sickle
ThermalFoundation:tool.bowIron, Iron Reinforced Bow
ThermalFoundation:tool.shearsDiamond, Diamond Shears
ThermalFoundation:tool.fishingRodDiamond, Diamond Fishing Rod
ThermalFoundation:tool.sickleDiamond, Diamond Sickle
ThermalFoundation:tool.bowDiamond, Diamond Reinforced Bow
ThermalFoundation:tool.shearsGold, Gold Shears
ThermalFoundation:tool.fishingRodGold, Gold Fishing Rod
ThermalFoundation:tool.sickleGold, Gold Sickle
ThermalFoundation:tool.bowGold, Gold Reinforced Bow
ThermalFoundation:armor.helmetCopper, Copper Helmet
ThermalFoundation:armor.plateCopper, Copper Chestplate
ThermalFoundation:armor.legsCopper, Copper Leggings
ThermalFoundation:armor.bootsCopper, Copper Boots
ThermalFoundation:tool.swordCopper, Copper Sword
ThermalFoundation:tool.shovelCopper, Copper Shovel
ThermalFoundation:tool.pickaxeCopper, Copper Pickaxe
ThermalFoundation:tool.axeCopper, Copper Axe
ThermalFoundation:tool.hoeCopper, Copper Hoe
ThermalFoundation:tool.shearsCopper, Copper Shears
ThermalFoundation:tool.fishingRodCopper, Copper Fishing Rod
ThermalFoundation:tool.sickleCopper, Copper Sickle
ThermalFoundation:tool.bowCopper, Copper Reinforced Bow
ThermalFoundation:armor.helmetTin, Tin Helmet
ThermalFoundation:armor.plateTin, Tin Chestplate
ThermalFoundation:armor.legsTin, Tin Leggings
ThermalFoundation:armor.bootsTin, Tin Boots
ThermalFoundation:tool.swordTin, Tin Sword
ThermalFoundation:tool.shovelTin, Tin Shovel
ThermalFoundation:tool.pickaxeTin, Tin Pickaxe
ThermalFoundation:tool.axeTin, Tin Axe
ThermalFoundation:tool.hoeTin, Tin Hoe
ThermalFoundation:tool.shearsTin, Tin Shears
ThermalFoundation:tool.fishingRodTin, Tin Fishing Rod
ThermalFoundation:tool.sickleTin, Tin Sickle
ThermalFoundation:tool.bowTin, Tin Reinforced Bow
ThermalFoundation:armor.helmetSilver, Silver Helmet
ThermalFoundation:armor.plateSilver, Silver Chestplate
ThermalFoundation:armor.legsSilver, Silver Leggings
ThermalFoundation:armor.bootsSilver, Silver Boots
ThermalFoundation:tool.swordSilver, Silver Sword
ThermalFoundation:tool.shovelSilver, Silver Shovel
ThermalFoundation:tool.pickaxeSilver, Silver Pickaxe
ThermalFoundation:tool.axeSilver, Silver Axe
ThermalFoundation:tool.hoeSilver, Silver Hoe
ThermalFoundation:tool.shearsSilver, Silver Shears
ThermalFoundation:tool.fishingRodSilver, Silver Fishing Rod
ThermalFoundation:tool.sickleSilver, Silver Sickle
ThermalFoundation:tool.bowSilver, Silver Reinforced Bow
ThermalFoundation:armor.helmetLead, Lead Helmet
ThermalFoundation:armor.plateLead, Lead Chestplate
ThermalFoundation:armor.legsLead, Lead Leggings
ThermalFoundation:armor.bootsLead, Lead Boots
ThermalFoundation:tool.swordLead, Lead Sword
ThermalFoundation:tool.shovelLead, Lead Shovel
ThermalFoundation:tool.pickaxeLead, Lead Pickaxe
ThermalFoundation:tool.axeLead, Lead Axe
ThermalFoundation:tool.hoeLead, Lead Hoe
ThermalFoundation:tool.shearsLead, Lead Shears
ThermalFoundation:tool.fishingRodLead, Lead Fishing Rod
ThermalFoundation:tool.sickleLead, Lead Sickle
ThermalFoundation:tool.bowLead, Lead Reinforced Bow
ThermalFoundation:armor.helmetNickel, Ferrous Helmet
ThermalFoundation:armor.plateNickel, Ferrous Chestplate
ThermalFoundation:armor.legsNickel, Ferrous Leggings
ThermalFoundation:armor.bootsNickel, Ferrous Boots
ThermalFoundation:tool.swordNickel, Ferrous Sword
ThermalFoundation:tool.shovelNickel, Ferrous Shovel
ThermalFoundation:tool.pickaxeNickel, Ferrous Pickaxe
ThermalFoundation:tool.axeNickel, Ferrous Axe
ThermalFoundation:tool.hoeNickel, Ferrous Hoe
ThermalFoundation:tool.shearsNickel, Ferrous Shears
ThermalFoundation:tool.fishingRodNickel, Ferrous Fishing Rod
ThermalFoundation:tool.sickleNickel, Ferrous Sickle
ThermalFoundation:tool.bowNickel, Ferrous Reinforced Bow
ThermalFoundation:armor.helmetElectrum, Electrum Helmet
ThermalFoundation:armor.plateElectrum, Electrum Chestplate
ThermalFoundation:armor.legsElectrum, Electrum Leggings
ThermalFoundation:armor.bootsElectrum, Electrum Boots
ThermalFoundation:tool.swordElectrum, Electrum Sword
ThermalFoundation:tool.shovelElectrum, Electrum Shovel
ThermalFoundation:tool.pickaxeElectrum, Electrum Pickaxe
ThermalFoundation:tool.axeElectrum, Electrum Axe
ThermalFoundation:tool.hoeElectrum, Electrum Hoe
ThermalFoundation:tool.shearsElectrum, Electrum Shears
ThermalFoundation:tool.fishingRodElectrum, Electrum Fishing Rod
ThermalFoundation:tool.sickleElectrum, Electrum Sickle
ThermalFoundation:tool.bowElectrum, Electrum Reinforced Bow
ThermalFoundation:armor.helmetInvar, Invar Helmet
ThermalFoundation:armor.plateInvar, Invar Chestplate
ThermalFoundation:armor.legsInvar, Invar Leggings
ThermalFoundation:armor.bootsInvar, Invar Boots
ThermalFoundation:tool.swordInvar, Invar Sword
ThermalFoundation:tool.shovelInvar, Invar Shovel
ThermalFoundation:tool.pickaxeInvar, Invar Pickaxe
ThermalFoundation:tool.axeInvar, Invar Axe
ThermalFoundation:tool.hoeInvar, Invar Hoe
ThermalFoundation:tool.shearsInvar, Invar Shears
ThermalFoundation:tool.fishingRodInvar, Invar Fishing Rod
ThermalFoundation:tool.sickleInvar, Invar Sickle
ThermalFoundation:tool.bowInvar, Invar Reinforced Bow
ThermalFoundation:armor.helmetBronze, Bronze Helmet
ThermalFoundation:armor.plateBronze, Bronze Chestplate
ThermalFoundation:armor.legsBronze, Bronze Leggings
ThermalFoundation:armor.bootsBronze, Bronze Boots
ThermalFoundation:tool.swordBronze, Bronze Sword
ThermalFoundation:tool.shovelBronze, Bronze Shovel
ThermalFoundation:tool.pickaxeBronze, Bronze Pickaxe
ThermalFoundation:tool.axeBronze, Bronze Axe
ThermalFoundation:tool.hoeBronze, Bronze Hoe
ThermalFoundation:tool.shearsBronze, Bronze Shears
ThermalFoundation:tool.fishingRodBronze, Bronze Fishing Rod
ThermalFoundation:tool.sickleBronze, Bronze Sickle
ThermalFoundation:tool.bowBronze, Bronze Reinforced Bow
ThermalFoundation:armor.helmetPlatinum, Shiny Helmet
ThermalFoundation:armor.platePlatinum, Shiny Chestplate
ThermalFoundation:armor.legsPlatinum, Shiny Leggings
ThermalFoundation:armor.bootsPlatinum, Shiny Boots
ThermalFoundation:tool.swordPlatinum, Shiny Sword
ThermalFoundation:tool.shovelPlatinum, Shiny Shovel
ThermalFoundation:tool.pickaxePlatinum, Shiny Pickaxe
ThermalFoundation:tool.axePlatinum, Shiny Axe
ThermalFoundation:tool.hoePlatinum, Shiny Hoe
ThermalFoundation:tool.shearsPlatinum, Shiny Shears
ThermalFoundation:tool.fishingRodPlatinum, Shiny Fishing Rod
ThermalFoundation:tool.sicklePlatinum, Shiny Sickle
ThermalFoundation:tool.bowPlatinum, Shiny Reinforced Bow
ThermalExpansion:wrench:0, Crescent Hammer
ThermalExpansion:tool.battleWrenchInvar, BattleWrench
ThermalExpansion:meter:0, Multimeter
ThermalExpansion:meter:1, Debugger
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, Creative Flux Capacitor
ThermalExpansion:capacitor:1, Tuberous Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:2, Leadstone Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:3, Hardened Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:4, Redstone Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:capacitor:5, Resonant Flux Capacitor
ThermalExpansion:satchel:1, Satchel
ThermalExpansion:satchel:2, Hardened Satchel
ThermalExpansion:satchel:3, Reinforced Satchel
ThermalExpansion:satchel:4, Resonant Satchel
ThermalExpansion:diagram:0, Schematic
ThermalExpansion:diagram:1, Redprint
ThermalExpansion:material:0, Pneumatic Servo
ThermalExpansion:material:1, Redstone Reception Coil
ThermalExpansion:material:2, Redstone Transmission Coil
ThermalExpansion:material:3, Redstone Conductance Coil
ThermalExpansion:material:16, Signalum Security Lock
ThermalExpansion:material:512, Sawdust
ThermalExpansion:material:513, Compressed Sawdust
ThermalExpansion:material:514, Slag
ThermalExpansion:material:515, Rich Slag
ThermalExpansion:material:516, Phyto-Gro
ThermalExpansion:material:517, Rich Phyto-Gro
ThermalExpansion:augment:0, Augment: Integrated Servo Mechanism
ThermalExpansion:augment:1, Augment: Integrated Hopper Apparatus
ThermalExpansion:augment:16, Augment: Integrated Modular Framework
ThermalExpansion:augment:32, Augment: Integrated Redstone Circuit
ThermalExpansion:augment:48, Augment: Transmission Coil Ducting
ThermalExpansion:augment:49, Augment: Excitation Field Limiter
ThermalExpansion:augment:64, Augment: Secondary Gearbox
ThermalExpansion:augment:65, Augment: Flux Linkage Optimization
ThermalExpansion:augment:66, Augment: CryoCoil Regulator
ThermalExpansion:augment:80, Augment: Secondary Transmission Coil
ThermalExpansion:augment:81, Augment: Flux Modulation Booster
ThermalExpansion:augment:82, Augment: CryoCoil Flux Amplifier
ThermalExpansion:augment:112, Augment: Secondary Sieve
ThermalExpansion:augment:113, Augment: Stabilized Frame
ThermalExpansion:augment:114, Augment: GyroServo Feedback
ThermalExpansion:augment:128, Augment: Secondary Reception Coil
ThermalExpansion:augment:129, Augment: Overclocked Modular Gearbox
ThermalExpansion:augment:130, Augment: Space-Time Flux Unifier
ThermalExpansion:augment:144, Augment: Nullification Chamber
ThermalExpansion:augment:256, Augment: Trivection Chamber
ThermalExpansion:augment:312, Augment: Accelerated Extrusion
ThermalExpansion:augment:313, Augment: Igneous Catalyst
ThermalExpansion:augment:314, Augment: Pyroclastic Generation
ThermalExpansion:florb:0, Florb (Empty§r)
ThermalExpansion:florb:1, Magmatic Florb (Empty§r)
BigReactors:BRIngot:0, Yellorium Ingot
BigReactors:BRIngot:1, Cyanite Ingot
BigReactors:BRIngot:2, Graphite Bar
BigReactors:BRIngot:3, Blutonium Ingot
BigReactors:BRIngot:4, Yellorium Dust
BigReactors:BRIngot:5, Cyanite Dust
BigReactors:BRIngot:6, Graphite Dust
BigReactors:BRIngot:7, Blutonium Dust
BigReactors:BRIngot:8, Ludicrite Ingot
BigReactors:BRIngot:9, Ludicrite Dust
BigReactors:bucketYellorium, Fluid Yellorium Bucket
BigReactors:bucketCyanite, Fluid Cyanite Bucket
BigReactors:BRDebugTool, BeefTronic™ Diagnostics Tool
AWWayofTime:weakBloodOrb, Weak Blood Orb
AWWayofTime:apprenticeBloodOrb, Apprentice Blood Orb
AWWayofTime:magicianBloodOrb, Magician's Blood Orb
AWWayofTime:energyBlaster, Energy Blaster
AWWayofTime:energySword, Bound Blade
AWWayofTime:lavaCrystal, Lava Crystal
AWWayofTime:waterSigil, Water Sigil
AWWayofTime:lavaSigil, Lava Sigil
AWWayofTime:voidSigil, Void Sigil
AWWayofTime:blankSlate, Blank Slate
AWWayofTime:reinforcedSlate, Reinforced Slate
AWWayofTime:sacrificialKnife, Sacrificial Knife
AWWayofTime:daggerOfSacrifice, Dagger of Sacrifice
AWWayofTime:airSigil, Air Sigil
AWWayofTime:sigilOfTheFastMiner, Sigil of the Fast Miner
AWWayofTime:sigilOfElementalAffinity, Sigil of Elemental Affinity
AWWayofTime:sigilOfHaste, Sigil of Haste
AWWayofTime:sigilOfHolding, Sigil of Holding
AWWayofTime:divinationSigil, Divination Sigil
AWWayofTime:waterScribeTool, Elemental Inscription Tool: Water
AWWayofTime:fireScribeTool, Elemental Inscription Tool: Fire
AWWayofTime:earthScribeTool, Elemental Inscription Tool: Earth
AWWayofTime:airScribeTool, Elemental Inscription Tool: Air
AWWayofTime:activationCrystal:0, Weak Activation Crystal
AWWayofTime:activationCrystal:1, Awakened Activation Crystal
AWWayofTime:activationCrystal:2, Creative Activation Crystal
AWWayofTime:boundPickaxe, Bound Pickaxe
AWWayofTime:boundAxe, Bound Axe
AWWayofTime:boundShovel, Bound Shovel
AWWayofTime:boundHelmet, Bound Helmet
AWWayofTime:boundPlate, Bound Plate
AWWayofTime:boundLeggings, Bound Leggings
AWWayofTime:boundBoots, Bound Boots
AWWayofTime:weakBloodShard, Weak Blood Shard
AWWayofTime:growthSigil, Sigil of the Green Grove
AWWayofTime:blankSpell, Unbound Crystal
AWWayofTime:masterBloodOrb, Master Blood Orb
AWWayofTime:alchemyFlask, Potion Flask
AWWayofTime:standardBindingAgent, Standard Binding Agent
AWWayofTime:mundanePowerCatalyst, Mundane Power Catalyst
AWWayofTime:averagePowerCatalyst, Average Power Catalyst
AWWayofTime:greaterPowerCatalyst, Greater Power Catalyst
AWWayofTime:mundaneLengtheningCatalyst, Mundane Lengthening Catalyst
AWWayofTime:averageLengtheningCatalyst, Average Lengthening Catalyst
AWWayofTime:greaterLengtheningCatalyst, Greater Lengthening Catalyst
AWWayofTime:incendium, Incendium
AWWayofTime:magicales, Magicales
AWWayofTime:sanctus, Sanctus
AWWayofTime:aether, Aether
AWWayofTime:simpleCatalyst, Simple Catalyst
AWWayofTime:crepitous, Crepitous
AWWayofTime:crystallos, Crystallos
AWWayofTime:terrae, Terrae
AWWayofTime:aquasalus, Aquasalus
AWWayofTime:tennebrae, Tenebrae
AWWayofTime:demonBloodShard, Demon Blood Shard
AWWayofTime:archmageBloodOrb, Archmage's Blood Orb
AWWayofTime:transcendentBloodOrb, Transcendent Blood Orb
AWWayofTime:sigilOfWind, Sigil of the Whirlwind
AWWayofTime:telepositionFocus, Teleposition Focus
AWWayofTime:enhancedTelepositionFocus, Enhanced Teleposition Focus
AWWayofTime:reinforcedTelepositionFocus, Reinforced Teleposition Focus
AWWayofTime:demonicTelepositionFocus, Demonic Teleposition Focus
AWWayofTime:imbuedSlate, Imbued Slate
AWWayofTime:demonicSlate, Demonic Slate
AWWayofTime:duskScribeTool, Elemental Inscription Tool: Dusk
AWWayofTime:sigilOfTheBridge, Sigil of the Phantom Bridge
AWWayofTime:armourInhibitor, Armour Inhibitor
AWWayofTime:creativeFiller, Orb of Testing
AWWayofTime:demonPlacer:0, Demon Crystal
AWWayofTime:creativeDagger, Creative Sacrificial Knife
AWWayofTime:weakFillingAgent, Weak Filling Agent
AWWayofTime:standardFillingAgent, Standard Filling Agent
AWWayofTime:enhancedFillingAgent, Enhanced Filling Agent
AWWayofTime:weakBindingAgent, Weak Binding Agent
AWWayofTime:itemRitualDiviner:0, Ritual Diviner
AWWayofTime:itemRitualDiviner:1, Ritual Diviner
AWWayofTime:itemRitualDiviner:2, Ritual Diviner
AWWayofTime:sigilOfMagnetism, Sigil of Magnetism
AWWayofTime:itemKeyOfDiablo:0, Key of Binding
AWWayofTime:itemKeyOfDiablo:0, Key of Binding
AWWayofTime:energyBazooka, Energy Bazooka
AWWayofTime:itemBloodLightSigil, Sigil of the Blood Lamp
AWWayofTime:itemComplexSpellCrystal, Complex Spell Crystal
AWWayofTime:sigilOfSupression, Sigil of Supression
AWWayofTime:sigilOfEnderSeverance, Sigil of Ender Severance
AWWayofTime:fluidSigil, 
AWWayofTime:seerSigil, Sigil of Sight
AWWayofTime:customTool, Dynamic Mace
AWWayofTime:bucketLife, Bucket of Life
AWWayofTime:itemCombinationalCatalyst, Combinational Catalyst
AWWayofTime:itemAttunedCrystal:0, Alchemic Router
AWWayofTime:itemTankSegmenter:0, Alchemic Segmenter
AWWayofTime:itemDestinationClearer, Alchemic Cleanser
AWWayofTime:bloodMagicBaseItems:0, Quartz Rod
AWWayofTime:bloodMagicBaseItems:1, Empty Core
AWWayofTime:bloodMagicBaseItems:2, Magicales Cable
AWWayofTime:bloodMagicBaseItems:3, Wooden Brace
AWWayofTime:bloodMagicBaseItems:4, Stone Brace
AWWayofTime:bloodMagicBaseItems:5, Projectile Core
AWWayofTime:bloodMagicBaseItems:6, Self Core
AWWayofTime:bloodMagicBaseItems:7, Melee Core
AWWayofTime:bloodMagicBaseItems:8, Paradigm Plate
AWWayofTime:bloodMagicBaseItems:9, Output Spell Cable
AWWayofTime:bloodMagicBaseItems:10, Fire Core
AWWayofTime:bloodMagicBaseItems:11, Icy Core
AWWayofTime:bloodMagicBaseItems:12, Gusty Core
AWWayofTime:bloodMagicBaseItems:13, Earthen Core
AWWayofTime:bloodMagicBaseItems:14, Input Spell Cable
AWWayofTime:bloodMagicBaseItems:15, Cracked Runic Plate
AWWayofTime:bloodMagicBaseItems:16, Runic Plate
AWWayofTime:bloodMagicBaseItems:17, Imbued Runic Plate
AWWayofTime:bloodMagicBaseItems:18, Unattuned Core
AWWayofTime:bloodMagicBaseItems:19, Offensive Core
AWWayofTime:bloodMagicBaseItems:20, Defensive Core
AWWayofTime:bloodMagicBaseItems:21, Environmental Core
AWWayofTime:bloodMagicBaseItems:22, Power Core
AWWayofTime:bloodMagicBaseItems:23, Reduction Core
AWWayofTime:bloodMagicBaseItems:24, Potency Core
AWWayofTime:bloodMagicBaseItems:25, Obsidian Brace
AWWayofTime:bloodMagicBaseItems:26, Tool Core
AWWayofTime:bloodMagicBaseItems:27, Ethereal Slate
AWWayofTime:bloodMagicBaseItems:28, Life Shard
AWWayofTime:bloodMagicBaseItems:29, Soul Shard
AWWayofTime:bloodMagicBaseItems:30, Soul Runic Plate
AWWayofTime:bloodMagicBaseItems:31, Living Brace
AWWayofTime:bloodMagicBaseItems:32, Ender Shard
AWWayofTime:bloodMagicBaseAlchemyItems:0, Offensa
AWWayofTime:bloodMagicBaseAlchemyItems:1, Praesidium
AWWayofTime:bloodMagicBaseAlchemyItems:2, Orbis Terrae
AWWayofTime:bloodMagicBaseAlchemyItems:3, Strengthened Catalyst
